EA_TUNNUS	LAHIN_TSA	NIMI_FI	EANIMI_FI	TIE	TIEOSA	ETAISYYS	X	Y	KUNNAN_NIMI
C0252601	2019	Tie 180 Prostvik	Korppooseen	180	8	530	6685922	228246	Nauvo
C0252602	2019	Tie 180 Prostvik	Kaarinaan	180	8	530	6685922	228246	Nauvo
C0252609	2019	Tie 180 Prostvik	Tienpinta	180	8	530	6685922	228246	Nauvo
C0254400	2023	Tie 183 Strömma_3	Tie 183 Kemiöön	183	4	457	6679482	270972	Kemiö
C0254700	2023	Tie 183 Strömma_1	Strömman kanava	183	4	457	6679475	270972	Kemiö
C0254800	2023	Tie 183 Strömma_2	Tie 183 Perniöön	183	4	457	6679480	270980	Kemiö
C0254900	2023	Tie 183 Strömma_4	Strömman kanava	183	4	457	6679484	270977	Kemiö
C0250302	2015	Tie 185 Nesteentie	Naantaliin	185	2	1550	6713083	231078	Raisio
C0252801	2018	Tie 186 Orijärvi	Inkooseen	186	7	512	6682865	310548	Kisko
C0252802	2018	Tie 186 Orijärvi	Saloon	186	7	512	6682865	310548	Kisko
C0252809	2018	Tie 186 Orijärvi	Tienpinta	186	7	512	6682865	310548	Kisko
C0251601	2022	Tie 196 Lokalahti	Tienpinta	196	8	1447	6741165	198971	Uusikaupunki
C0254601	2027	Tie 204 Yläne	Euraan	204	6	5831	6757841	250079	Yläne
C0254602	2027	Tie 204 Yläne	Lietoon	204	6	5831	6757841	250079	Yläne
C0254609	2027	Tie 204 Yläne	Tienpinta	204	6	5831	6757841	250079	Yläne
C0358001	5014	Tie 387 Ylämaa	Vaalimaalle	387	7	42	6739767	555029	Lappeenranta
C0358002	5014	Tie 387 Ylämaa	Lappeenrantaan	387	7	42	6739767	555029	Lappeenranta
C0358009	5014	Tie 387 Ylämaa	Tienpinta	387	7	42	6739767	555029	Lappeenranta
C0452001	6004	Tie 413 Sysmä	Sysmään	413	4	3010	6820034	430783	Sysmä
C0650600	6011	Tie 435 Sulkava	Juvalle	435	5	1395	6852527	569520	Sulkava
C0650401	3003	Tie 438 Sulkava, Lohilahti	Sulkavalle	438	7	1430	6831977	589962	Sulkava
C0650402	3003	Tie 438 Sulkava, Lohilahti	Imatralle	438	7	1430	6831977	589962	Sulkava
C0650408	3003	Tie 438 Sulkava, Lohilahti	Järvimaisema	438	7	1430	6831977	589962	Sulkava
C0651601	6008	Tie 476 Heinävesi	Joensuuhun	476	7	17	6922316	584305	Heinävesi
C0651602	6008	Tie 476 Heinävesi	Varkauteen	476	7	17	6922316	584305	Heinävesi
C0651609	6008	Tie 476 Heinävesi	Tienpinta	476	7	17	6922316	584305	Heinävesi
C0855201	7005	Tie 482 Rääkkylä, Rasivaara	Kiteelle	482	5	30	6907174	642630	Rääkkylä
C0855202	7005	Tie 482 Rääkkylä, Rasivaara	Liperiin	482	5	30	6907174	642630	Rääkkylä
C0855204	7005	Tie 482 Rääkkylä, Rasivaara	Tie 484 Hammaslahteen	482	5	30	6907174	642630	Rääkkylä
C0855209	7005	Tie 482 Rääkkylä, Rasivaara	Tienpinta	482	5	30	6907174	642630	Rääkkylä
C0750301	7026	Tie 500 Joensuu, Hoilola		500	7	1760	6918605	699310	Joensuu
C0854801	7009	Tie 504 Polvijärvi	Polvijarvelle	504	6	6329	6970855	618992	Polvijärvi
C0854802	7009	Tie 504 Polvijärvi	Outokumpuun	504	6	6329	6970855	618992	Polvijärvi
C0854803	7009	Tie 504 Polvijärvi	Joensuuhun	504	6	6329	6970855	618992	Polvijärvi
C0854804	7009	Tie 504 Polvijärvi	Maarianvaara	504	6	6329	6970855	618992	Polvijärvi
C0750200	7025	Tie 522 Lieksa, Hatunkylä		522	19	4245	7022071	677133	Lieksa
C0750100	7024	Tie 524 Lieksa, Nurmijärvi		524	5	1541	7047416	648981	Lieksa
C0853501	8012	Tie 536 Kuopio, Vehmersalmi	Vehmersalmelle	536	7	3365	6960060	551002	Kuopio
C0853502	8012	Tie 536 Kuopio, Vehmersalmi	Leppävirralle	536	7	3365	6960060	551002	Kuopio
C0853504	8012	Tie 536 Kuopio, Vehmersalmi	Tie 16401 Ritoniemeen	536	7	3365	6960060	551002	Kuopio
C0853509	8012	Tie 536 Kuopio, Vehmersalmi	Tienpinta	536	7	3365	6960060	551002	Kuopio
C0854401	8001	Tie 551 Karttula, Pihkainmäki	Karttulaan	551	4	0	6968129	517395	Kuopio
C0854402	8001	Tie 551 Karttula, Pihkainmäki	Kuopioon	551	4	0	6968129	517395	Kuopio
C0854403	8001	Tie 551 Karttula, Pihkainmäki	Itä-Karttulaan	551	4	0	6968129	517395	Kuopio
C0857701	8019	Tie 551 Vesanto	Vesannolle	551	15	1767	6977623	468986	Vesanto
C0857705	8019	Tie 551 Vesanto	Vesannolle	551	15	1767	6977623	468986	Vesanto
C0858000	0	Tie 573 Iisalmi, Haukimäki		563	6	95	7036667	499705	Iisalmi
C0853401	8015	Tie 569 Kaavi	Juankoskelle	569	1	12	6984049	573464	Kaavi
C0853402	8015	Tie 569 Kaavi	Riistavedelle	569	1	12	6984049	573464	Kaavi
C0853403	8015	Tie 569 Kaavi	Kaaville	569	1	12	6984049	573464	Kaavi
C0853409	8015	Tie 569 Kaavi	Tienpinta	569	1	12	6984049	573464	Kaavi
C0858301	7003	Tie 573 Maarianvaara	Kaaviin	573	4	7105	6970223	595750	Kaavi
C0858302	7003	Tie 573 Maarianvaara	Outokumpuun	573	4	7105	6970223	595750	Kaavi
C0858304	7003	Tie 573 Maarianvaara	Tie 502 Polvijärvelle	573	4	7105	6970223	595750	Kaavi
C0858309	7003	Tie 573 Maarianvaara	Tienpinta	573	4	7105	6970223	595750	Kaavi
C0858100	0	Tie 577 Lapinlahti, Varpaisjärvi	Nilsiään	577	7	125	7025149	538405	Lapinlahti
C1054400	0	Tie 673 Maalahti, Petolahti		673	6	1190	6983476	215066	Maalahti
C1051001	10022	Tie 724 Raippaluoto, manner	Raippaluotoon	724	4	1841	7020520	222870	Mustasaari
C1051002	10022	Tie 724 Raippaluoto, manner	Vaasaan	724	4	1841	7020520	222870	Mustasaari
C1051009	10022	Tie 724 Raippaluoto, manner	Tienpinta	724	4	1841	7020520	222870	Mustasaari
C1050601	10022	Tie 724 Raippaluoto	Raippaluotoon	724	5	497	7020586	222296	Mustasaari
C1050602	10022	Tie 724 Raippaluoto	Vaasaan	724	5	497	7020586	222296	Mustasaari
C1050607	10022	Tie 724 Raippaluoto	Merimaisema1	724	5	497	7020586	222296	Mustasaari
C1050608	10022	Tie 724 Raippaluoto	Merimaisema2	724	5	497	7020586	222296	Mustasaari
C1050609	10022	Tie 724 Raippaluoto	Tienpinta	724	5	497	7020586	222296	Mustasaari
C1051101	10022	Tie 724 Raippaluoto, saari	Raippaluotoon	724	5	708	7020604	222090	Mustasaari
C1051102	10022	Tie 724 Raippaluoto, saari	Vaasaan	724	5	708	7020604	222090	Mustasaari
C1051109	10022	Tie 724 Raippaluoto, saari	Tienpinta	724	5	708	7020604	222090	Mustasaari
C1054601	10020	Tie 749 Luoto, Eugmo	Kokkola	749	10	1000	7082206	292403	Luoto
C1054602	10020	Tie 749 Luoto, Eugmo	Pietarsaari	749	10	1000	7082206	292403	Luoto
C1054609	10020	Tie 749 Luoto, Eugmo	Tienpinta	749	10	1000	7082206	292403	Luoto
C1255101	13003	Tie 800 Veneheitto	Vaalaan	800	13	7116	7146471	477182	Vaala
C1255102	13003	Tie 800 Veneheitto	Kestilään	800	13	7116	7146471	477182	Vaala
C1255109	13003	Tie 800 Veneheitto	Tienpinta	800	13	7116	7146471	477182	Vaala
C1256601	13005	Tie 800 Puokio	Puolankaan	800	19	20006	7180423	516368	Kuusamo
C1256602	13005	Tie 800 Puokio	Vaalaan	800	19	20006	7180423	516368	Kuusamo
C1256609	13005	Tie 800 Puokio	Tienpinta	800	19	20006	7180423	516368	Kuusamo
C1257001	12019	Tie 815 Limingantie	Oulunsaloon	815	2	710	7204374	429387	Oulu
C1257002	12019	Tie 815 Limingantie	Maikkulaan	815	2	710	7204374	429387	Oulu
C1257003	12019	Tie 815 Limingantie	Tie 847 Ouluun	815	2	710	7204374	429387	Oulu
C1257004	12019	Tie 815 Limingantie	Tie 847 Kempeleelle	815	2	710	7204374	429387	Oulu
C1257009	12019	Tie 815 Limingantie	Tie 847 Tienpinta	815	2	710	7204374	429387	Oulu
C1255701	12019	Tie 816 Oulunsalo, Lentokentäntie	Lentokentälle	815	2	4724	7202564	425862	Oulu
C1255702	12019	Tie 816 Oulunsalo, Lentokentäntie	Ouluun	815	2	4724	7202564	425862	Oulu
C1255703	12019	Tie 816 Oulunsalo, Lentokentäntie	Tie 816 Hailuotoon	815	2	4724	7202564	425862	Oulu
C1255704	12019	Tie 816 Oulunsalo, Lentokentäntie	Tie 816 Kempeleelle	815	2	4724	7202564	425862	Oulu
C1255709	12019	Tie 816 Oulunsalo, Lentokentäntie	Tienpinta	815	2	4724	7202564	425862	Oulu
C1253101	12001	Tie 816 Oulunsalo, Axis-testi	Oulunsalon Lautalle	816	3	7432	7210342	415317	Oulu
C1253102	12001	Tie 816 Oulunsalo, Axis-testi	Oulunsaloon	816	3	7432	7210342	415317	Oulu
C1253109	12001	Tie 816 Oulunsalo, Axis-testi	Tienpinta	816	3	7432	7210342	415317	Oulu
C1256801	12010	Tie 837 Juorkuna	Utajärvelle	837	7	9811	7203394	499057	Utajärvi
C1256802	12010	Tie 837 Juorkuna	Puolankaan	837	7	9811	7203394	499057	Utajärvi
C1256809	12010	Tie 837 Juorkuna	Tienpinta	837	7	9811	7203394	499057	Utajärvi
C1256701	12005	Tie 849 Kiiminki	Yli-Iihin	849	2	985	7227006	443367	Oulu
C1256702	12005	Tie 849 Kiiminki	Kiiminkiin	849	2	985	7227006	443367	Oulu
C1256709	12005	Tie 849 Kiiminki	Tienpinta	849	2	985	7227006	443367	Oulu
C1254501	12015	Tie 849 Yli-Ii, Tannila	Oijärvelle	849	11	50	7262639	452560	Oulu
C1254502	12015	Tie 849 Yli-Ii, Tannila	Yli-Iihin	849	11	50	7262639	452560	Oulu
C1254504	12015	Tie 849 Yli-Ii, Tannila	Tie 855 Pudasjärvelle	849	11	50	7262639	452560	Oulu
C1254509	12015	Tie 849 Yli-Ii, Tannila	Tienpinta	849	11	50	7262639	452560	Oulu
C1254201	12006	Tie 862 Pudasjärvi, Iso-Syöte	Lehtovaaraan (länteen)	862	3	254	7280779	532308	Pudasjärvi
C1254202	12006	Tie 862 Pudasjärvi, Iso-Syöte	Taivalkoskelle (itään)	862	3	254	7280779	532308	Pudasjärvi
C1254209	12006	Tie 862 Pudasjärvi, Iso-Syöte	Tienpinta	862	3	254	7280779	532308	Pudasjärvi
C1452501	14026	Tie 863 Livojärvi	Posiolle	863	13	3188	7319834	553571	Posio
C1452502	14026	Tie 863 Livojärvi	Taivalkoskelle	863	13	3188	7319834	553571	Posio
C1452509	14026	Tie 863 Livojärvi	Tienpinta	863	13	3188	7319834	553571	Posio
C1254802	12007	Tie 866 Kuusamo	Kuusamoon	866	7	6366	7301123	641420	Kuusamo
C1453001	14008	Tie 924 Alaniemi	Ranualle	924	4	3783	7302309	423311	Simo
C1453002	14008	Tie 924 Alaniemi	Simoon	924	4	3783	7302309	423311	Simo
C1453009	14008	Tie 924 Alaniemi	Tienpinta	924	4	3783	7302309	423311	Simo
C1453701	14014	Tie 932 Ylitornio, Meltosjärvi	Raanujärvelle	932	8	4237	7381388	394896	Ylitornio
C1453702	14014	Tie 932 Ylitornio, Meltosjärvi	Ylitorniolle	932	8	4237	7381388	394896	Ylitornio
C1453709	14014	Tie 932 Ylitornio, Meltosjärvi	Tienpinta	932	8	4237	7381388	394896	Ylitornio
C1453801	14014	Tie 935 Rattosjärvi	Meltaukseen	935	6	6660	7415698	406746	Pello
C1453802	14014	Tie 935 Rattosjärvi	Pelloon	935	6	6660	7415698	406746	Pello
C1453809	14014	Tie 935 Rattosjärvi	Tienpinta	935	6	6660	7415698	406746	Pello
C1450101	14018	Tie 940 Äkäslompolo	Muotkavaaraan (pohjoiseen)	940	5	600	7502446	378423	Kolari
C1450102	14018	Tie 940 Äkäslompolo	Kolariin (etelään)	940	5	600	7502446	378423	Kolari
C1450109	14018	Tie 940 Äkäslompolo	Tienpinta	940	5	600	7502446	378423	Kolari
C1456601	14030	Tie 945 Kemijärvi, Lehtola	Perä-Posiolle	945	4	656	7382283	531480	Kemijärvi
C1456602	14030	Tie 945 Kemijärvi, Lehtola	Kemijärvelle	945	4	656	7382283	531480	Kemijärvi
C1456606	14030	Tie 945 Kemijärvi, Lehtola	Silta Kemijärvelle	945	4	656	7382283	531480	Kemijärvi
C1456609	14030	Tie 945 Kemijärvi, Lehtola	Tienpinta	945	4	656	7382283	531480	Kemijärvi
C1454301	14030	Tie 950 Sallatunturi	Sallaan	950	14	3417	7405536	577724	Salla
C1454302	14030	Tie 950 Sallatunturi	Kuusamoon	950	14	3417	7405536	577724	Salla
C1454309	14030	Tie 950 Sallatunturi	Tienpinta	950	14	3417	7405536	577724	Salla
C1456501	19945	Tie 955 Kittiä, Pokka	Inariin	955	10	313	7561408	448911	Kittilä
C1456502	19945	Tie 955 Kittiä, Pokka	Kittilään	955	10	313	7561408	448911	Kittilä
C1456509	19945	Tie 955 Kittiä, Pokka	Tienpinta	955	10	313	7561408	448911	Kittilä
C1450801	14003	Tie 955 Inari, Hirvaspää	Inariin	955	17	3280	7606613	467520	Inari
C1452401	14018	Tie 956 Enontekiö, Peltovuoma	Peltovuomaan	956	17	3174	7588479	385277	Enontekiö
C1452402	14018	Tie 956 Enontekiö, Peltovuoma	Nunnasiin	956	17	3174	7588479	385277	Enontekiö
C1452409	14018	Tie 956 Enontekiö, Peltovuoma	Tienpinta	956	17	3174	7588479	385277	Enontekiö
C1453601	14004	Tie 962 Sodankylä, Luosto	Kemijärvelle	962	4	10	7448914	496427	Sodankylä
C1453602	14004	Tie 962 Sodankylä, Luosto	Rovaniemelle	962	4	10	7448914	496427	Sodankylä
C1453609	14004	Tie 962 Sodankylä, Luosto	Tienpinta	962	4	10	7448914	496427	Sodankylä
C1454601	14017	Tie 962, Pyhätunturi	Vuostimoon	962	7	3980	7436214	509332	Pelkosenniemi
C1454602	14017	Tie 962, Pyhätunturi	Luostolle	962	7	3980	7436214	509332	Pelkosenniemi
C1454609	14017	Tie 962, Pyhätunturi	Tienpinta	962	7	3980	7436214	509332	Pelkosenniemi
C1455301	14017	Tie 965 Saija	Savukoskelle	965	15	765	7443422	579405	Salla
C1455302	14017	Tie 965 Saija	Sallaan	965	15	765	7443422	579405	Salla
C1455309	14017	Tie 965 Saija	Tienpinta	965	15	765	7443422	579405	Salla
C1453301	14027	Tie 970 Utsjoki, Nuorgam	Norjan rajalle	970	22	1577	7776052	535779	Utsjoki
C1453302	14027	Tie 970 Utsjoki, Nuorgam	Utsjoelle	970	22	1577	7776052	535779	Utsjoki
C1453308	14027	Tie 970 Utsjoki, Nuorgam	Tenojoki	970	22	1577	7776052	535779	Utsjoki
C1453309	14027	Tie 970 Utsjoki, Nuorgam	Tienpinta	970	22	1577	7776052	535779	Utsjoki
C1451601	14016	Tie 971 Inari, Näätämö	Pohjoiseen	971	18	5400	7729798	581455	Inari
C0255200	2015	Tie 1851 Suikkilantie, Pansiontie	Suikkilantie	1851	1	10	6710879	236159	Turku
C0255300	2015	Tie 1851 Suikkilantie, Messukentä	Suikkilantie	1851	1	915	6711693	235823	Turku
C0255400	2015	Tie 1851 Suikkilantie, Naantalint	Suikkilantie	1851	1	1720	6712416	236082	Turku
C0255500	2015	Tie 1851 Suikkilantie, Raumantie	Suikkilantie	1851	1	2225	6712706	236484	Turku
C0455501	4064	Tie 3495 Tampere, Rautaharkko	Tampereelle	3495	1	1650	6820197	328220	Tampere
C0455502	4064	Tie 3495 Tampere, Rautaharkko	Helsinkiin	3495	1	1650	6820197	328220	Tampere
C0455509	4064	Tie 3495 Tampere, Rautaharkko	Tienpinta	3495	1	1650	6820197	328220	Tampere
C1850201	4017	Tie 3495 Tampere, Viinikka	Viinikan liikenneympyrä	3495	1	2940	6821413	328525	Tampere
C1850202	4017	Tie 3495 Tampere, Viinikka	Helsinkiin	3495	1	2940	6821413	328525	Tampere
C0858200	0	Tie5862 Sonkajärvi	Sonkajärvi	5862	6	39	7069484	539693	Sonkajärvi
C0858205	0	Tie5862 Sonkajärvi	Sonkajarvi	5862	6	39	7069484	539693	Sonkajärvi
C1255801	13012	Tie 8990 Pohjavaara	Kajaaniin	8990	3	2068	7122512	551847	Sotkamo
C1255802	13012	Tie 8990 Pohjavaara	Vuokattiin	8990	3	2068	7122512	551847	Sotkamo
C1255809	13012	Tie 8990 Pohjavaara	Tienpinta	8990	3	2068	7122512	551847	Sotkamo
C1454401	14028	Tie 9401 Ylläs, maisematie	Äkäslompoloon	9401	1	6904	7496918	379904	Kolari
C1454402	14028	Tie 9401 Ylläs, maisematie	Ylläsjärvelle	9401	1	6904	7496918	379904	Kolari
C1454409	14028	Tie 9401 Ylläs, maisematie	Tienpinta	9401	1	6904	7496918	379904	Kolari
C0158700	1034	Hakamäentie	Hakamäentie, masto	40913	3	0	6676451	383562	Helsinki
C0159000	1034	Hakamäentie	Hakamäentie, Ilmala	40913	6	0	6676509	384156	Helsinki
C1850400	4017	Tampere, Hatanpäänvaltatie	Hatanpäänvaltatie pohjoiseen	43511	7	48	6821786	328140	Tampere
C1850301	4017	Tampere, Hervannan valtavä	Hervantaan	43524	1	16	6821873	330858	Tampere
C1850302	4017	Tampere, Hervannan valtavä	Keskustaan / Kalevaan	43524	1	16	6821873	330858	Tampere
C1850303	4017	Tampere, Hervannan valtavä	Sammonvaltatie itään	43524	1	16	6821873	330858	Tampere
C1850304	4017	Tampere, Hervannan valtavä	Sammonvaltatie keskustaan	43524	1	16	6821873	330858	Tampere
C0153900	1071	Helsinki, Vuosaaren satama		99999	1	0	6677991	398760	Helsinki
C1850101	4020	Tampere, Pirkankatu	Pispalaan	99999	1	1	6822676	326235	Tampere
